Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
VMT,VMOTO LIMITED,0.415,-1.19047619,-0.005,Buy,214365,88961.475,118723158,10.65989848,0.0399,,Commercial Services
BOC,BOUGAINVILLE COPPER LIMITED,0.32,8.47457627,0.025,Buy,25007,8002.24,118313432,,-0.0057,18,Non-Energy Minerals
PTX,PRESCIENT THERAPEUTICS LIMITED,0.175,-2.77777778,-0.005,Sell,107637,18836.475,117859696,,-0.0079,,Health Technology
TMH,THE MARKET HERALD LIMITED,0.43,-1.14942529,-0.005,Neutral,139403,59943.29,117780503,,-0.0216,,Technology Services
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,0.72,0.6993007,0.005,Sell,3230085,2325661.2,117779737,,-0.0935,,Electronic Technology
FLN,FREELANCER LIMITED,0.26,0,0,Sell,16305,4239.3,117736221,,-0.005,465,Technology Services
EUR,EUROPEAN LITHIUM LIMITED,0.085,1.19047619,0.001,Neutral,2639834,224385.89,117620086,,-0.0077,,Non-Energy Minerals
DCN,DACIAN GOLD LIMITED,0.1,3.09278351,0.003,Sell,4726580,472658,117271796,,-0.1873,,Non-Energy Minerals
RFG,RETAIL FOOD GROUP LIMITED,0.057,3.63636364,0.002,Neutral,285236,16258.452,117079061,22,0.0025,,Consumer Services
PYG,PAYGROUP LIMITED,0.97,-1.02040816,-0.01,Buy,751494,728949.18,116472874,,-0.0029,,Technology Services
HZR,HAZER GROUP LIMITED,0.685,-0.72463768,-0.005,Sell,202920,139000.2,116151870,,-0.1053,,Process Industries
IRD,IRON ROAD LIMITED,0.145,0,0,Neutral,44800,6496,115979889,,-0.0072,,Non-Energy Minerals
SND,SAUNDERS INTERNATIONAL LIMITED,1.085,0,0,Buy,21003,22788.255,114746924,17.87479407,0.0624,350,Industrial Services
CYG,COVENTRY GROUP LIMITED,1.25,-0.39840637,-0.005,Neutral,6721,8401.25,114745090,24.04214559,0.053,,Distribution Services
SMI,SANTANA MINERALS LIMITED,0.77,-4.34782609,-0.035,Sell,187064,144039.28,114662017,,-0.0152,,Non-Energy Minerals
CVV,CARAVEL MINERALS LIMITED,0.28,1.81818182,0.005,Buy,93654,26223.12,114123131,,-0.0502,,Non-Energy Minerals
IPD,IMPEDIMED LIMITED,0.064,-8.57142857,-0.006,Strong Sell,1140038,72962.432,113919005,,-0.0118,73,Health Technology
ADO,ANTEOTECH LTD,0.057,0,0,Sell,2859164,162972.348,113312939,,-0.0054,,Health Technology
LRD,LORD RESOURCES LIMITED,0.195,0,0,Sell,6557,1278.615,112798000,,-0.0166,,Non-Energy Minerals
RXM,REX MINERALS LIMITED,0.195,2.63157895,0.005,Buy,297891,58088.745,112604303,,-0.0185,,Non-Energy Minerals
MBH,MAGGIE BEER HOLDINGS LTD,0.325,1.5625,0.005,Sell,15994,5198.05,112588767,,-0.0356,,Technology Services
MCP,MCPHERSON'S LIMITED,0.79,1.28205128,0.01,Sell,45338,35817.02,112280327,339.13043478,0.0025,,Consumer Non-Durables
AMN,AGRIMIN LIMITED,0.4,2.56410256,0.01,Sell,72368,28947.2,112067474,,-0.0212,,Non-Energy Minerals
GDC,GLOBAL DATA CENTRE GROUP,1.425,-0.69686411,-0.01,Strong Sell,38354,54654.45,110886459,183.97435897,0.0078,,Finance
BBL,BRISBANE BRONCOS LIMITED,1.125,9.75609756,0.1,Strong Buy,13808,15534,110295713,31.34556575,0.0327,,Consumer Services
ACB,A-CAP ENERGY LIMITED,0.084,-5.61797753,-0.005,Buy,865960,72740.64,109686733,,-0.0021,,Non-Energy Minerals
ARR,AMERICAN RARE EARTHS LIMITED,0.23,-6.12244898,-0.015,Strong Sell,3243514,746008.22,109387799,,-0.0013,,Non-Energy Minerals
PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,0.94,-1.05263158,-0.01,Neutral,116865,109853.1,109149861,,-0.0471,,Commercial Services
MXI,MAXIPARTS LIMITED,2.25,-2.17391304,-0.05,Sell,6727,15135.75,109013052,,-0.0448,,Producer Manufacturing
VVA,VIVA LEISURE LIMITED,1.21,0,0,Neutral,8264,9999.44,108312239,,-0.1394,,Consumer Services
NTD,NATIONAL TYRE & WHEEL LIMITED,0.82,0,0,Sell,12402,10169.64,108187523,11.06612686,0.0773,,Distribution Services
ESS,ESSENTIAL METALS LIMITED,0.425,-2.29885057,-0.01,Sell,664248,282305.4,107654861,,-0.0042,7,Non-Energy Minerals
SOM,SOMNOMED LIMITED,1.3,0,0,Neutral,1000,1300,107587106,,,,Health Technology
LEG,LEGEND MINING LIMITED,0.038,-2.56410256,-0.001,Strong Sell,1496404,56863.352,107450296,,-0.0003,9,Non-Energy Minerals
PEX,PEEL MINING LIMITED,0.185,0,0,Sell,74207,13728.295,107442060,,-0.0116,,Non-Energy Minerals
BLU,BLUE ENERGY LIMITED.,0.059,1.72413793,0.001,Sell,1308199,77183.741,107346138,,-0.0008,,Energy Minerals
WSP,WHISPIR LIMITED,0.895,-1.64835165,-0.015,Sell,92154,82477.83,107201033,,-0.1653,,Technology Services
SDI,SDI LIMITED,0.9,3.44827586,0.03,Buy,16927,15234.3,106978976,14.21568627,0.0612,,Health Technology
ICI,ICANDY INTERACTIVE LIMITED,0.079,-4.81927711,-0.004,Sell,8481194,670014.326,106929903,,-0.0044,,Technology Services
HCH,HOT CHILI LIMITED,0.905,1.11731844,0.01,Buy,328875,297631.875,106903457,,-0.0879,,Non-Energy Minerals
ZNC,ZENITH MINERALS LIMITED,0.3,-3.22580645,-0.01,Sell,153163,45948.9,106876304,15.04854369,0.0211,,Non-Energy Minerals
AZY,ANTIPA MINERALS LIMITED,0.032,-5.88235294,-0.002,Strong Sell,1285792,41145.344,106750086,,-0.0016,,Non-Energy Minerals
DRA,DRA GLOBAL LIMITED,1.95,-2.5,-0.05,Sell,5125,9993.75,105963970,9.43841435,0.2806,3000,Industrial Services
FHE,FRONTIER ENERGY LIMITED,0.39,-2.5,-0.01,Buy,580208,226281.12,105709230,,,,Process Industries
PLT,PLENTI GROUP LIMITED,0.62,0,0,Sell,19912,12345.44,105495353,,-0.0374,,Finance
CSS,CLEAN SEAS SEAFOOD LIMITED,0.64,0.78740157,0.005,Buy,351074,224687.36,105018007,12.23506744,0.0524,,Process Industries
ATL,APOLLO TOURISM & LEISURE LTD,0.56,0,0,Buy,177559,99433.04,104244510,,-0.025,,Consumer Durables
KIL,KILAND LTD,1.395,1.45454545,0.02,Buy,22,30.69,104119586,,-0.0561,,Non-Energy Minerals
ATR,ASTRON CORPORATION LIMITED,0.885,2.90697674,0.025,Strong Buy,1184,1047.84,104108000,,-0.0921,,Distribution Services
CLX,CTI LOGISTICS LIMITED,1.45,9.84848485,0.13,Strong Buy,71070,103051.5,103528763,6.55412115,0.2015,,Transportation
DUR,DURATEC LIMITED,0.41,-4.65116279,-0.02,Sell,125956,51641.96,103446568,13.78205128,0.0323,857,Industrial Services
E25,ELEMENT 25 LIMITED,0.645,-3.0075188,-0.02,Sell,117688,75908.76,101552401,,-0.0866,,Non-Energy Minerals
PEK,PEAK RARE EARTHS LIMITED,0.48,-1.03092784,-0.005,Sell,70755,33962.4,100564038,,-0.0836,,Non-Energy Minerals
LBL,LASERBOND LIMITED,0.86,-6.52173913,-0.06,Buy,8621,7414.06,100557486,26.28571429,0.035,,Process Industries
KGL,KGL RESOURCES LIMITED,0.22,0,0,Sell,69124,15207.28,100009570,,-0.0059,19,Non-Energy Minerals
QGL,QUANTUM GRAPHITE LIMITED,0.37,13.84615385,0.045,Neutral,81076,29998.12,99493875,,-0.0111,,Non-Energy Minerals
ASH,ASHLEY SERVICES GROUP LIMITED,0.68,-1.44927536,-0.01,Sell,114972,78180.96,99343375,8.73417722,0.079,,Commercial Services
WZR,WISR LIMITED,0.072,-1.36986301,-0.001,Sell,1775935,127867.32,99002943,,-0.0147,,Finance
MGT,MAGNETITE MINES LIMITED.,0.025,-3.84615385,-0.001,Sell,4743799,118594.975,98586137,,-0.0009,,Non-Energy Minerals
GEN,GENMIN LIMITED,0.25,4.16666667,0.01,Buy,10000,2500,98551968,,-0.0133,,Non-Energy Minerals
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,0.063,6.77966102,0.004,Buy,591897,37289.511,98078880,,-0.0134,,Technology Services
ASO,ASTON MINERALS LIMITED,0.085,-3.40909091,-0.003,Strong Sell,49872,4239.12,97990717,,-0.0324,,Non-Energy Minerals
5GG,PENTANET LIMITED,0.305,-7.57575758,-0.025,Strong Sell,423418,129142.49,97617545,,-0.0268,,Technology Services
IR1,IRIS METALS LIMITED,1.105,-3.91304348,-0.045,Buy,276448,305475.04,97283800,,-0.0371,,Non-Energy Minerals
XRF,XRF SCIENTIFIC LIMITED,0.705,-1.3986014,-0.01,Buy,138956,97963.98,97162808,15.92427617,0.0449,,Producer Manufacturing
ATC,ALTECH CHEMICALS LTD,0.067,-1.47058824,-0.001,Sell,516515,34606.505,97020084,,-0.0048,10,Non-Energy Minerals
CAN,CANN GROUP LIMITED,0.27,-1.81818182,-0.005,Strong Sell,78649,21235.23,96622680,,-0.0795,,Process Industries
VLS,VITA LIFE SCIENCES LIMITED..,1.81,0.27700831,0.005,Sell,3385,6126.85,95913392,11.85939553,0.1522,,Health Technology
TGA,THORN GROUP LIMITED,0.27,-1.81818182,-0.005,Neutral,241295,65149.65,95599210,,,,Finance
TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,1.445,-2.03389831,-0.03,Buy,41386,59802.77,95529760,,-0.276,,Consumer Non-Durables
FSG,FIELD SOLUTIONS HOLDINGS LIMITED,0.125,0,0,Neutral,77,9.625,95467705,62.5,0.0022,,Communications
GDA,GOOD DRINKS AUSTRALIA LTD,0.74,0,0,Sell,1090,806.6,95029072,,,,Consumer Non-Durables
GTN,GTN LIMITED,0.44,-7.36842105,-0.035,Neutral,32019,14088.36,94722783,36.53846154,0.013,,Commercial Services
NAM,NAMOI COTTON LIMITED,0.57,3.63636364,0.02,Strong Buy,310935,177232.95,94657280,,-0.0229,,Commercial Services
CXM,CENTREX LIMITED,0.155,0,0,Buy,820050,127107.75,94620292,,-0.0131,,Non-Energy Minerals
BCN,BEACON MINERALS LIMITED,0.024,-4,-0.001,Strong Sell,6426294,154231.056,93919209,6.25,0.0041,,Non-Energy Minerals
EOF,ECOFIBRE LIMITED,0.28,0,0,Sell,5814,1627.92,93705160,,-0.0441,,Process Industries
AUC,AUSGOLD LIMITED,0.046,0,0,Strong Sell,379736,17467.856,93355827,,-0.0032,,Non-Energy Minerals
JYC,JOYCE CORPORATION LTD,3.3,0,0,Buy,115559,381344.7,93286393,10.25163094,0.3219,,Retail Trade
BIS,BISALLOY STEEL GROUP LIMITED,1.915,-1.79487179,-0.035,Buy,6969,13345.635,91822921,6.17283951,0.3221,,Non-Energy Minerals
JAN,JANISON EDUCATION GROUP LIMITED,0.395,2.5974026,0.01,Sell,53551,21152.645,91068083,,-0.0388,,Commercial Services
AUT,AUTECO MINERALS LTD,0.046,4.54545455,0.002,Sell,542400,24950.4,90961298,,-0.0018,,Non-Energy Minerals
COS,COSOL LIMITED,0.615,-3.1496063,-0.02,Neutral,29455,18114.825,90761524,16.7989418,0.04,,Technology Services
HIT,HITECH GROUP AUSTRALIA LIMITED,2.12,-1.39534884,-0.03,Buy,8,16.96,90407502,20.03727866,0.1073,,Commercial Services
BSX,BLACKSTONE MINERALS LIMITED,0.19,0,0,Sell,547987,104117.53,89912791,,-0.0568,,Non-Energy Minerals
MDR,MEDADVISOR LIMITED,0.16,-3.03030303,-0.005,Neutral,3825559,612089.44,89625991,,-0.0459,,Technology Services
LVH,LIVEHIRE LIMITED,0.255,-3.77358491,-0.01,Sell,228160,58180.8,89357780,,-0.0397,,Technology Services
GGG,GREENLAND MINERALS LIMITED,0.065,-1.51515152,-0.001,Neutral,195708,12721.02,88709107,,-0.0694,,Non-Energy Minerals
SPQ,SUPERIOR RESOURCES LIMITED,0.052,0,0,Neutral,3500949,182049.348,88463459,,-0.0004,,Non-Energy Minerals
SWP,SWOOP HOLDINGS LIMITED,0.43,0,0,Sell,749473,322273.39,88419775,,-0.0255,,Electronic Technology
BRV,BIG RIVER GOLD LTD,0.355,0,0,Buy,48783,17317.965,88245454,,-0.013,,Non-Energy Minerals
G1A,GALENA MINING LIMITED,0.155,-3.125,-0.005,Sell,70000,10850,87648855,,-0.0144,,Non-Energy Minerals
IRI,INTEGRATED RESEARCH LIMITED,0.475,-5,-0.025,Strong Sell,96847,46002.325,86244522,56.17977528,0.009,202,Technology Services
NOX,NOXOPHARM LIMITED,0.255,-13.55932203,-0.04,Neutral,803865,204985.575,86210190,,-0.0643,,Health Technology
SGH,SLATER & GORDON LIMITED,0.61,0,0,Neutral,4797,2926.17,85534100,43.26241135,0.019,,Commercial Services
ORN,ORION MINERALS LTD,0.017,-5.55555556,-0.001,Strong Sell,180667,3071.339,85500664,,-0.0029,,Non-Energy Minerals
WOA,WIDE OPEN AGRICULTURE LTD,0.595,0,0,Neutral,40998,24393.81,84639807,,-0.0834,,Process Industries
AVC,AUCTUS INVESTMENT GROUP LIMITED,1.09,0,0,Sell,10000,10900,84467485,,-0.0274,,Finance
FMS,FLINDERS MINES LIMITED,0.53,6,0.03,Buy,33539,17775.67,84424286,,-0.0218,,Non-Energy Minerals
GAP,GALE PACIFIC LIMITED,0.305,0,0,Sell,130128,39689.04,84299878,11.77606178,0.0276,600,Process Industries
JGH,JADE GAS HOLDINGS LIMITED,0.063,0,0,Buy,51415,3239.145,84256411,,-0.0099,,Non-Energy Minerals
VRX,VRX SILICA LIMITED,0.145,-3.33333333,-0.005,Strong Sell,292566,42422.07,83760456,,-0.0064,,Non-Energy Minerals
MSV,MITCHELL SERVICES LIMITED,0.37,0,0,Buy,98882,36586.34,83208177,1850,0.0002,750,Industrial Services
BBT,BLUEBET HOLDINGS LTD,0.405,-2.40963855,-0.01,Strong Sell,375287,151991.235,83083510,,-0.0303,,Consumer Services
CE1,CALIMA ENERGY LIMITED,0.135,0,0,Sell,185887,25094.745,82586352,,-0.0413,,Energy Minerals
OBM,ORA BANDA MINING LTD,0.059,-1.66666667,-0.001,Buy,333351,19667.709,82439236,,-0.0066,,Non-Energy Minerals
CHL,CAMPLIFY HOLDINGS LIMITED,2.2,0,0,Sell,7832,17230.4,82020500,,-0.2097,,Technology Services
RMY,RMA GLOBAL LIMITED,0.165,-2.94117647,-0.005,Buy,3279,541.035,81491136,,-0.014,,Technology Services
CBE,COBRE LIMITED,0.415,3.75,0.015,Buy,5788285,2402138.275,81483778,,-0.0415,,Non-Energy Minerals
STG,STRAKER TRANSLATIONS LIMITED,1.13,-5.83333333,-0.07,Sell,13501,15256.13,81356418,,-0.0895,214,Commercial Services
FAR,FAR LIMITED,0.83,1.2195122,0.01,Buy,681139,565345.37,81089705,,-0.5171,,Energy Minerals
DNK,DANAKALI LIMITED,0.22,0,0,Sell,272232,59891.04,81033557,,-0.0325,,Non-Energy Minerals
VR1,VECTION TECHNOLOGIES LTD,0.071,-2.73972603,-0.002,Strong Sell,1512002,107352.142,81024465,,-0.0448,,Technology Services
KOV,KORVEST LTD,6.91,-1.28571429,-0.09,Sell,658,4546.78,80904609,7.16772476,0.9903,215,Producer Manufacturing
RND,RAND MINING LIMITED,1.42,2.15827338,0.03,Sell,550,781,80763863,5.60936239,0.2478,,Non-Energy Minerals
SPZ,SMART PARKING LIMITED,0.24,4.34782609,0.01,Strong Buy,208718,50092.32,80567440,88.46153846,0.0027,,Consumer Services
CUP,COUNTPLUS LIMITED,0.72,0,0,Buy,61481,44266.32,80359385,15.78947368,0.0458,,Commercial Services
CNJ,CONICO LTD,0.045,-18.18181818,-0.01,Neutral,71826522,3232193.49,80023247,,-0.0012,,Non-Energy Minerals
MWY,MIDWAY LIMITED,0.94,2.73224044,0.025,Buy,81634,76735.96,79912650,,-0.1486,,Non-Energy Minerals
SHM,SHRIRO HOLDINGS LIMITED,0.825,-1.19760479,-0.01,Sell,81354,67117.05,79844484,5.96854896,0.1417,245,Consumer Durables
LIT,LITHIUM AUSTRALIA LIMITED,0.075,-2.5974026,-0.002,Sell,1661205,124590.375,79726516,,-0.0158,,Process Industries
LEL,LITHIUM ENERGY LIMITED,0.95,-4.52261307,-0.045,Sell,69286,65821.7,79609953,,-0.0288,,Non-Energy Minerals
MNB,MINBOS RESOURCES LIMITED,0.105,0,0,Sell,2709684,284516.82,79451461,,-0.0079,,Non-Energy Minerals
YOJ,YOJEE LIMITED,0.068,-2.85714286,-0.002,Strong Sell,507353,34500.004,79252425,,-0.0075,,Technology Services
BC8,BLACK CAT SYNDICATE LIMITED,0.36,-2.7027027,-0.01,Strong Sell,133289,47984.04,79044644,,-0.0248,,Non-Energy Minerals
SEQ,SEQUOIA FINANCIAL GROUP LTD,0.605,4.31034483,0.025,Buy,258312,156278.76,79042220,13.71158392,0.043,,Finance
TTM,TITAN MINERALS LIMITED,0.056,0,0,Sell,1116042,62498.352,78972348,,-0.0014,,Non-Energy Minerals
MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,0.6,0,0,Sell,12634,7580.4,78935333,5.61797753,0.1087,,Finance
BOT,BOTANIX PHARMACEUTICALS LTD,0.072,-10,-0.008,Strong Sell,4194021,301969.512,78338670,,-0.0135,,Health Technology
TZN,TERRAMIN AUSTRALIA LIMITED.,0.037,0,0,Neutral,16840,623.08,78312823,,-0.0029,,Non-Energy Minerals
TWD,TAMAWOOD LIMITED,2.24,-0.44444444,-0.01,Sell,5000,11200,78176934,23.12435766,0.0973,,Consumer Durables
ZEO,ZEOTECH LIMITED,0.05,0,0,Strong Sell,750429,37521.45,78095778,,-0.0023,,Non-Energy Minerals
GME,GME RESOURCES LIMITED,0.125,-3.84615385,-0.005,Buy,9260,1157.5,78052127,,-0.0004,,Non-Energy Minerals
DRO,DRONESHIELD LIMITED,0.17,-5.55555556,-0.01,Strong Sell,530219,90137.23,77857562,,-0.0239,,Electronic Technology
OCC,ORTHOCELL LIMITED,0.4,2.56410256,0.01,Buy,176677,70670.8,76909198,,-0.0466,,Health Services
DBF,DUXTON FARMS LTD,1.8,-1.0989011,-0.02,Sell,20384,36691.2,76072365,,-0.0757,,Finance
PTL,PENTAL LIMITED,0.435,-2.24719101,-0.01,Buy,147336,64091.16,75854478,11.71052632,0.0395,156,Consumer Non-Durables
TGN,TUNGSTEN MINING NL,0.099,3.125,0.003,Sell,150000,14850,75495768,,-0.0075,,Non-Energy Minerals
SPT,SPLITIT PAYMENTS LTD,0.15,-6.25,-0.01,Sell,3880612,582091.8,75426712,,-0.0976,,Finance
TIP,TEAMINVEST PRIVATE GROUP LIMITED,0.55,-3.50877193,-0.02,Buy,185,101.75,75086618,,-0.1348,,Finance
WIN,WIDGIE NICKEL LIMITED,0.29,-1.69491525,-0.005,Strong Sell,566174,164190.46,75037500,,,,Non-Energy Minerals
LOM,LUCAPA DIAMOND COMPANY LIMITED,0.054,3.84615385,0.002,Buy,3164148,170863.992,74857112,,-0.0179,,Non-Energy Minerals
GSR,GREENSTONE RESOURCES LIMITED,0.067,-5.63380282,-0.004,Neutral,4293651,287674.617,74795218,,,,Non-Energy Minerals
BBC,BNK BANKING CORPORATION LIMITED,0.61,-3.17460317,-0.02,Sell,21900,13359,74782723,,0.0616,,Finance
KIN,KIN MINING NL,0.073,-2.66666667,-0.002,Strong Sell,6000,438,74702548,,-0.0198,,Non-Energy Minerals
LGP,LITTLE GREEN PHARMA LTD,0.305,-1.61290323,-0.005,Sell,145823,44476.015,74574149,2.84926471,0.12,,Process Industries
EMD,EMYRIA LIMITED,0.265,-1.85185185,-0.005,Buy,335094,88799.91,74250670,,-0.0275,,Technology Services
PVE,PO VALLEY ENERGY LIMITED,0.061,-6.15384615,-0.004,Sell,545050,33248.05,74103409,,-0.001,,Energy Minerals
NTI,NEUROTECH INTERNATIONAL LIMITED,0.099,-5.71428571,-0.006,Neutral,934277,92493.423,73258403,,-0.0081,,Health Technology
XTC,XANTIPPE RESOURCES LIMITED,0.009,0,0,Sell,13334451,120010.059,73131606,,-0.0003,,Non-Energy Minerals
SEG,SPORTS ENTERTAINMENT GROUP LIMITED,0.28,27.27272727,0.06,Buy,5000,1400,73111369,23.65591398,0.0096,,Consumer Services
MMI,METRO MINING LIMITED,0.018,-5.26315789,-0.001,Strong Sell,6113431,110041.758,72883274,,-0.016,,Non-Energy Minerals
PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,0.99,-1,-0.01,Buy,9857,9758.43,72855026,,-0.031,,Technology Services
AIM,AI-MEDIA TECHNOLOGIES LIMITED,0.345,-1.42857143,-0.005,Neutral,134417,46373.865,72798653,,-0.0236,575,Technology Services
SES,SECOS GROUP LTD,0.14,3.7037037,0.005,Buy,700,98,72346753,,-0.0058,,Industrial Services
CYM,CYPRIUM METALS LIMITED,0.1,1.01010101,0.001,Sell,606421,60642.1,72289632,,-0.0608,,Non-Energy Minerals
OKU,OKLO RESOURCES LIMITED,0.14,-1.4084507,-0.002,Sell,342560,47958.4,71890745,,-0.0036,,Non-Energy Minerals
BRU,BURU ENERGY LIMITED,0.13,8.33333333,0.01,Buy,156690,20369.7,71525169,,-0.022,,Energy Minerals
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,0.36,5.88235294,0.02,Buy,239061,86061.96,71340354,,-0.0145,,Non-Energy Minerals
MFD,MAYFIELD CHILDCARE LIMITED,1.09,-1.8018018,-0.02,Sell,5318,5796.62,71243358,14.91935484,0.0744,,Consumer Services
MEK,MEEKA METALS LIMITED,0.068,1.49253731,0.001,Buy,11237729,764165.572,70915633,,-0.0068,,Miscellaneous
RFX,REDFLOW LIMITED,0.043,0,0,Sell,2211718,95103.874,70801403,,-0.0094,74,Producer Manufacturing
MLG,MLG OZ LIMITED,0.505,4.12371134,0.02,Sell,161417,81515.585,70649544,14.65256798,0.0331,,Distribution Services
ANP,ANTISENSE THERAPEUTICS LIMITED,0.099,-5.71428571,-0.006,Buy,628882,62259.318,70223368,,-0.0092,10,Health Technology
TOE,TORO ENERGY LIMITED,0.017,-5.55555556,-0.001,Buy,4307835,73233.195,70152158,,-0.0009,,Non-Energy Minerals
TYX,TYRANNA RESOURCES LIMITED,0.034,13.33333333,0.004,Buy,3804260,129344.84,70120824,,-0.001,,Non-Energy Minerals
BRB,BREAKER RESOURCES NL,0.22,2.3255814,0.005,Neutral,144932,31885.04,70055804,,-0.0001,,Non-Energy Minerals
BMT,BEAMTREE HOLDINGS LIMITED,0.31,8.77192982,0.025,Buy,19707,6109.17,69692875,,-0.0185,,Technology Services
SOP,SYNERTEC CORPORATION LIMITED,0.195,0,0,Buy,150000,29250,69685308,,-0.0114,,Non-Energy Minerals
MI6,MINERALS 260 LIMITED,0.31,-3.125,-0.01,Sell,43112,13364.72,69300000,,,,Non-Energy Minerals
MEA,MCGRATH LIMITED,0.42,-2.3255814,-0.01,Sell,74086,31116.12,69250571,6.13409415,0.0711,,Finance
FGR,FIRST GRAPHENE LIMITED,0.125,4.16666667,0.005,Sell,150404,18800.5,68918341,,-0.0092,,Producer Manufacturing
INF,INFINITY LITHIUM CORPORATION LIMITED,0.175,6.06060606,0.01,Strong Buy,6973138,1220299.15,68477158,,-0.0136,,Process Industries
ISU,ISELECT LIMITED.,0.282,-1.05263158,-0.003,Buy,431828,121775.496,68424722,,-0.0525,,Technology Services
CLU,CLUEY LTD,0.51,-3.77358491,-0.02,Neutral,15000,7650,68196273,,-0.1605,,Technology Services
OIL,OPTISCAN IMAGING LIMITED,0.11,0,0,Sell,20000,2200,68156621,,-0.0068,,Health Technology
RRR,REVOLVER RESOURCES HOLDINGS LTD,0.295,-1.66666667,-0.005,Strong Sell,119910,35373.45,68083000,,,,Non-Energy Minerals
BNO,BIONOMICS LIMITED,0.053,6,0.003,Buy,239671,12702.563,67667536,,-0.0164,,Health Technology
SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,0.715,0,0,Buy,5000,3575,67490300,,-0.0868,,Finance
OEL,OTTO ENERGY LIMITED,0.013,-7.14285714,-0.001,Sell,3069999,39909.987,67130139,2.02898551,0.0069,12,Energy Minerals
NOV,NOVATTI GROUP LIMITED,0.2,0,0,Sell,32556,6511.2,67059510,,-0.0514,,Technology Services
XF1,XREF LIMITED,0.38,5.55555556,0.02,Neutral,117823,44772.74,67023465,,,,Technology Services
NXM,NEXUS MINERALS LIMITED,0.23,0,0,Sell,324710,74683.3,66855374.99999999,,-0.0322,,Non-Energy Minerals
STK,STRICKLAND METALS LIMITED,0.052,6.12244898,0.003,Sell,568774,29576.248,66540383.00000001,,-0.0077,,Non-Energy Minerals
VRC,VOLT RESOURCES LIMITED,0.024,20,0.004,Strong Buy,48081786,1153962.864,66413275,,-0.006,,Energy Minerals
NML,NAVARRE MINERALS LIMITED,0.044,-4.34782609,-0.002,Strong Sell,1256784,55298.496,66142441.00000001,13.52941176,0.0036,10,Non-Energy Minerals
TPD,TALON ENERGY LTD,0.155,3.33333333,0.005,Buy,12976,2011.28,66052902,,-0.0144,,Energy Minerals
EQR,EQ RESOURCES LIMITED,0.049,0,0,Sell,515000,25235,65865162,,-0.0042,,Non-Energy Minerals
BRK,BROOKSIDE ENERGY LIMITED,0.013,0,0,Sell,9155656,119023.528,65159549.99999999,,-0.0012,,Energy Minerals
AVA,AVA RISK GROUP LIMITED,0.255,0,0,Neutral,6554,1671.27,65111317,,,,Transportation
HNG,HANCOCK & GORE LTD,0.29,0,0,Buy,101869,29542.01,65065074.99999999,12.60869565,0.0424,,Distribution Services
HHR,HARTSHEAD RESOURCES NL,0.032,-8.57142857,-0.003,Neutral,21718184,694981.888,64917024,,-0.0049,,Energy Minerals
MX1,MICRO-X LIMITED,0.135,-3.57142857,-0.005,Sell,232621,31403.835,64610701.00000001,,-0.0371,,Health Technology
ONE,ONEVIEW HEALTHCARE PLC,0.12,-4,-0.005,Sell,253529,30423.48,64507493,,,,Technology Services
DUG,DUG TECHNOLOGY LTD,0.53,-2.75229358,-0.015,Buy,66520,35255.6,64377245,,-0.1162,,Technology Services
BOL,BOOM LOGISTICS LIMITED,0.145,-3.33333333,-0.005,Sell,311990,45238.55,64166137.00000001,17.04545455,0.0089,,Industrial Services
IVX,INVION LIMITED,0.01,0,0,Sell,500000,5000,64165135.00000001,,-0.0004,,Health Technology
EGL,ENVIRONMENTAL GROUP LIMITED (THE),0.19,-7.31707317,-0.015,Strong Sell,163495,31064.05,64001577.99999999,39.42307692,0.0053,,Industrial Services
CRR,CRITICAL RESOURCES LIMITED,0.043,0,0,Sell,3623053,155791.279,63984658,,-0.0016,,Non-Energy Minerals
CTP,CENTRAL PETROLEUM LIMITED,0.088,0,0,Sell,180931,15921.928,63879852,2.30971129,0.0388,85,Energy Minerals
SPN,SPARC TECHNOLOGIES LIMITED,0.78,-2.5,-0.02,Sell,45058,35145.24,63469441,,-0.1887,,Commercial Services
ADA,ADACEL TECHNOLOGIES LIMITED,0.77,-7.22891566,-0.06,Strong Sell,12547,9661.19,63430117,14.06779661,0.059,,Technology Services
PAM,PAN ASIA METALS LIMITED,0.43,0,0,Sell,43543,18723.49,63147905,,-0.0165,,Non-Energy Minerals
